genes	geneENSTID	geneENSPID	geneUniProtID	geneSymbols	geneEntrezID	geneNames	geneAliases	compartments	compDataSource
"ENSG00000214013"	"ENST00000561871;ENST00000562170;ENST00000562859;ENST00000566442;ENST00000440615;ENST00000318010;ENST00000567784;ENST00000570013;ENST00000568687;ENST00000567421;ENST00000568953;ENST00000567596;ENST00000566690"	"ENSP00000454816;ENSP00000454578;ENSP00000454449;ENSP00000454747;ENSP00000399557;ENSP00000326227;ENSP00000455872;ENSP00000456360"	"Q8TET4"	"GANC"	"2595"	"glucosidase alpha, neutral C"	""	"Cytosol"	"CellAtlas"
"ENSG00000214160"	"ENST00000397676;ENST00000411922;ENST00000445626;ENST00000485912;ENST00000455059;ENST00000446569;ENST00000414845;ENST00000463495;ENST00000462735;ENST00000423996;ENST00000477959;ENST00000461415;ENST00000488976;ENST00000482048"	"ENSP00000380793;ENSP00000394917;ENSP00000402744;ENSP00000397613;ENSP00000397326;ENSP00000392209;ENSP00000407011"	"Q92685"	"ALG3"	"10195"	"ALG3 alpha-1,3- mannosyltransferase"	"CDGS4;D16Ertd36e;Not56;NOT56L"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000214357"	"ENST00000520919;ENST00000522853;ENST00000369800"	"ENSP00000429797;ENSP00000430001;ENSP00000358815"	"A8MQ27"	"NEURL1B"	"54492"	"neuralized E3 ubiquitin protein ligase 1B"	"DKFZP761M1511;Neur2;RNF67B"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000214435"	"ENST00000369880;ENST00000615257"	"ENSP00000358896;ENSP00000479361"	"Q9HBK9"	"AS3MT"	"57412"	"arsenite methyltransferase"	"CYT19"	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000214530"	"ENST00000537351;ENST00000543304;ENST00000334805;ENST00000538536;ENST00000538437;ENST00000543089;ENST00000535075;ENST00000545082;ENST00000544767;ENST00000537947;ENST00000536728;ENST00000400925;ENST00000542989;ENST00000546314;ENST00000535267;ENST00000539138;ENST00000535054;ENST00000536290;ENST00000536377;ENST00000538009;ENST00000540587"	"ENSP00000445708;ENSP00000438792;ENSP00000335247;ENSP00000440016;ENSP00000443548;ENSP00000438357;ENSP00000445657;ENSP00000442414;ENSP00000444027;ENSP00000443597;ENSP00000445886;ENSP00000441589;ENSP00000440924;ENSP00000443523;ENSP00000438924;ENSP00000440302"	"Q9Y365"	"STARD10"	"10809"	"StAR related lipid transfer domain containing 10"	"CGI-52;NY-CO-28;PCTP2;SDCCAG28"	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000215009"	"ENST00000399422;ENST00000533292"	"ENSP00000382349"	"P0C7M7"	"ACSM4"	"341392"	"acyl-CoA synthetase medium chain family member 4"	""	"Mitochondria"	"DeepLoc2"
"ENSG00000215218"	"ENST00000399816"	"ENSP00000382713"	"A1L167"	"UBE2QL1"	"134111"	"ubiquitin conjugating enzyme E2 Q family like 1"	"FLJ25076"	"Nucleus"	"SwissProt;CellAtlas"
"ENSG00000215883"	"ENST00000287899;ENST00000420054;ENST00000421415;ENST00000490863;ENST00000528287;ENST00000534324;ENST00000493530;ENST00000462299;ENST00000497820"	"ENSP00000287899;ENSP00000403021;ENSP00000394709;ENSP00000431428;ENSP00000434343;ENSP00000434606;ENSP00000431157"	"Q6IPT4"	"CYB5RL"	"606495"	"cytochrome b5 reductase like"	"LOC606495"	"Nucleus"	"CellAtlas"
"ENSG00000218823"	"ENST00000404991"	"ENSP00000384700"	"Q9NRJ5"	"PAPOLB"	"56903"	"poly(A) polymerase beta"	"PAPT"	"Nucleus"	"CellAtlas"
"ENSG00000221968"	"ENST00000527697;ENST00000533676;ENST00000278829;ENST00000529404;ENST00000527379;ENST00000525094;ENST00000525588;ENST00000531956;ENST00000534223;ENST00000526294;ENST00000414624;ENST00000534426;ENST00000529525"	"ENSP00000431533;ENSP00000278829;ENSP00000435597;ENSP00000432012;ENSP00000432206;ENSP00000436890;ENSP00000434551"	"Q9Y5Q0"	"FADS3"	"3995"	"fatty acid desaturase 3"	"CYB5RP;LLCDL3"	"Endoplasmic reticulum;Nucleus"	"SwissProt;CellAtlas"
"ENSG00000221988"	"ENST00000414204;ENST00000361568;ENST00000478521;ENST00000395523;ENST00000375137;ENST00000375143;ENST00000324816;ENST00000424499;ENST00000493548;ENST00000436118;ENST00000465047;ENST00000495908"	"ENSP00000398847;ENSP00000354608;ENSP00000378894;ENSP00000364279;ENSP00000364285;ENSP00000320528;ENSP00000409877;ENSP00000395456"	"Q9UMR5"	"PPT2"	"9374"	"palmitoyl-protein thioesterase 2"	""	"Lysosome"	"SwissProt"
"ENSG00000223443"	"ENST00000333796"	"ENSP00000333329"	"Q6R6M4"	"USP17L2"	"377630;401447"	"ubiquitin specific peptidase 17 like family member 2"	"DUB3"	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000223572"	"ENST00000434505;ENST00000411750;ENST00000457648;ENST00000413453;ENST00000415044;ENST00000626814;ENST00000483604;ENST00000479938"	"ENSP00000413165;ENSP00000398973;ENSP00000389806;ENSP00000406577;ENSP00000401927;ENSP00000487331"	"P12532"	"CKMT1A"	"548596"	"creatine kinase, mitochondrial 1A"	"CKMT1"	"Inner mitochondria"	"SwissProt"
"ENSG00000223802"	"ENST00000623882;ENST00000429504;ENST00000542296;ENST00000596048"	"ENSP00000485308;ENSP00000389044;ENSP00000437648;ENSP00000471428"	"P27544"	"CERS1"	"10715"	"ceramide synthase 1"	"LAG1;LASS1;UOG1"	"Endoplasmic reticulum"	"SwissProt;CellAtlas"
"ENSG00000224586"	"ENST00000412168;ENST00000469384;ENST00000442674;ENST00000483784"	"ENSP00000392398;ENSP00000419935"	"O75715"	"GPX5"	"2880"	"glutathione peroxidase 5"	""	"Extracellular"	"DeepLoc2"
"ENSG00000225697"	"ENST00000395550;ENST00000420764;ENST00000358747;ENST00000489483;ENST00000307364;ENST00000383733;ENST00000337000;ENST00000480524;ENST00000455886;ENST00000466257;ENST00000462009;ENST00000469693;ENST00000496469;ENST00000421649;ENST00000444531;ENST00000414944;ENST00000485361;ENST00000494717;ENST00000482282;ENST00000431213;ENST00000431739;ENST00000426599"	"ENSP00000378920;ENSP00000404684;ENSP00000351597;ENSP00000307089;ENSP00000373239;ENSP00000337648;ENSP00000401066;ENSP00000389922;ENSP00000404607;ENSP00000388721;ENSP00000387532;ENSP00000401813;ENSP00000405872"	"Q9BXS9"	"SLC26A6"	"65010"	"solute carrier family 26 member 6"	"DKFZp586E1422"	"Cytosol"	"SwissProt"
"ENSG00000226784"	"ENST00000458128"	"ENSP00000412189"	"Q8N0Y7"	"PGAM4"	"441531"	"phosphoglycerate mutase family member 4"	"dJ1000K24.1;PGAM-B;PGAM1;PGAM3"	"Nucleus"	"CellAtlas"
"ENSG00000227140"	"ENST00000507227"	"ENSP00000425955"	"A8MUK1"	"USP17L5"	"728386"	"ubiquitin specific peptidase 17 like family member 5"	""	"Cytosol;Nucleus"	"DeepLoc2"
"ENSG00000227471"	"ENST00000457545;ENST00000467156;ENST00000652743;ENST00000423958"	"ENSP00000389289;ENSP00000498877;ENSP00000397009"	"C9JRZ8"	"AKR1B15"	"441282"	"aldo-keto reductase family 1 member B15"	""	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000228253"	"ENST00000361851"	"ENSP00000355265"	"P03928"	"MT-ATP8"	"4509"	"mitochondrially encoded ATP synthase membrane subunit 8"	"A6L;ATP8;MTATP8;URFA6L"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000228716"	"ENST00000439211;ENST00000505337;ENST00000511032;ENST00000504396;ENST00000513048;ENST00000508282;ENST00000513314"	"ENSP00000396308;ENSP00000426474;ENSP00000422732;ENSP00000421334"	"P00374"	"DHFR"	"1719"	"dihydrofolate reductase"	""	"Mitochondria;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000228727"	"ENST00000415669;ENST00000425424;ENST00000494299"	"ENSP00000411948;ENSP00000413372"	"Q5SSQ6"	"SAPCD1"	"401251"	"suppressor APC domain containing 1"	"C6orf26;NG23"	"Cytosol"	"DeepLoc2"
"ENSG00000228856"	"ENST00000504104"	"ENSP00000422887"	"Q0WX57"	"USP17L30"	"728419"	"ubiquitin specific peptidase 17 like family member 30"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000229579"	"ENST00000509660"	"ENSP00000427366"	"Q0WX57"	"USP17L26"	"728379"	"ubiquitin specific peptidase 17 like family member 26"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000229894"	"ENST00000505354"	"ENSP00000489687"	"Q14409"	"GK3P"	""	"glycerol kinase 3 pseudogene"	"GKP3;GKTB"	"Endoplasmic reticulum"	"DeepLoc2"
"ENSG00000229937"	"ENST00000506618"	"ENSP00000424595"	"P21108"	"PRPS1L1"	"221823"	"phosphoribosyl pyrophosphate synthetase 1 like 1"	"PRPS3;PRPSL"	"Cytosol;Nucleus"	"DeepLoc2"
"ENSG00000230430"	"ENST00000509271"	"ENSP00000422097"	"Q0WX57"	"USP17L25"	"728373"	"ubiquitin specific peptidase 17 like family member 25"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000231051"	"ENST00000504543"	"ENSP00000423777"	"Q0WX57"	"USP17L28"	"728400"	"ubiquitin specific peptidase 17 like family member 28"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000231637"	"ENST00000511681"	"ENSP00000422969"	"Q0WX57"	"USP17L29"	"728405"	"ubiquitin specific peptidase 17 like family member 29"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000231852"	"ENST00000466779;ENST00000486063;ENST00000479074;ENST00000479730;ENST00000480027;ENST00000483041;ENST00000478281;ENST00000488465;ENST00000471671;ENST00000435122;ENST00000644719;ENST00000469053;ENST00000464325;ENST00000466879;ENST00000462278"	"ENSP00000417321;ENSP00000419572;ENSP00000418561;ENSP00000415043;ENSP00000496625;ENSP00000418104"	"P08686"	"CYP21A2"	"1589"	"cytochrome P450 family 21 subfamily A member 2"	"CA21H;CAH1;CPS1;CYP21;CYP21B;P450c21B"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000232264"	"ENST00000504481"	"ENSP00000425375"	"Q0WX57"	"USP17L24"	"728369"	"ubiquitin specific peptidase 17 like family member 24"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000233276"	"ENST00000419783;ENST00000419349;ENST00000643797;ENST00000646881;ENST00000496791"	"ENSP00000407375;ENSP00000391316;ENSP00000495108;ENSP00000495001;ENSP00000493593"	"P07203"	"GPX1"	"2876"	"glutathione peroxidase 1"	""	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000234906"	"ENST00000592257;ENST00000252490;ENST00000591597;ENST00000590360;ENST00000585786"	"ENSP00000477261;ENSP00000252490;ENSP00000476835;ENSP00000466775;ENSP00000465001"	"P02655"	"APOC2"	"344"	"apolipoprotein C2"	""	"Extracellular"	"DeepLoc2"
"ENSG00000235376"	"ENST00000441178"	"ENSP00000476672"	"Q2QD12"	"RPEL1"	"729020"	"ribulose-5-phosphate-3-epimerase like 1"	""	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000235780"	"ENST00000515574"	"ENSP00000423211"	"Q0WX57"	"USP17L27"	"728393"	"ubiquitin specific peptidase 17 like family member 27"	""	"Endoplasmic reticulum;Nucleus"	"SwissProt"
"ENSG00000235863"	"ENST00000451237;ENST00000606990"	"ENSP00000390784"	"O96024"	"B3GALT4"	"8705"	"beta-1,3-galactosyltransferase 4"	"beta3Gal-T4;GalT4"	"Golgi apparatus"	"SwissProt"
"ENSG00000236334"	"ENST00000419275"	"ENSP00000393845"	"P0DN37"	"PPIAL4G"	"644591"	"peptidylprolyl isomerase A like 4G"	""	"Cytosol"	"DeepLoc2"
"ENSG00000237172"	"ENST00000449549"	"ENSP00000400157"	"Q6UX72"	"B3GNT9"	"84752"	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9"	"MGC4655"	"Golgi apparatus;Nucleus"	"CellAtlas"
"ENSG00000237289"	"ENST00000453782;ENST00000300283;ENST00000437924;ENST00000475589;ENST00000481666;ENST00000449946;ENST00000417289;ENST00000495545;ENST00000498538;ENST00000453733;ENST00000437534;ENST00000441322;ENST00000428981;ENST00000627381;ENST00000411560"	"ENSP00000413999;ENSP00000300283;ENSP00000391990;ENSP00000416467;ENSP00000396707;ENSP00000411531;ENSP00000416717;ENSP00000413255;ENSP00000399467;ENSP00000486477"	"P12532"	"CKMT1B"	"1159"	"creatine kinase, mitochondrial 1B"	"CKMT;CKMT1;UMTCK"	"Inner mitochondria"	"SwissProt"
"ENSG00000237763"	"ENST00000370083;ENST00000422549;ENST00000461518;ENST00000494409"	"ENSP00000359100;ENSP00000408386"	"P0DUB6"	"AMY1A"	"276"	"amylase alpha 1A"	"AMY1"	"Extracellular"	"DeepLoc2"
"ENSG00000238205"	"ENST00000423387"	"ENSP00000489748"	"P0DKB6"	"MPC1L"	"347411"	"mitochondrial pyruvate carrier 1 like"	"SLC54A3"	"Mitochondria"	"DeepLoc2"
"ENSG00000239305"	"ENST00000237455;ENST00000472030;ENST00000463333;ENST00000477307;ENST00000465629;ENST00000472680"	"ENSP00000237455"	"O00237"	"RNF103"	"7844"	"ring finger protein 103"	"hkf-1;KF1;ZFP103"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000239672"	"ENST00000393196;ENST00000487481;ENST00000336097;ENST00000480143;ENST00000512768;ENST00000511355;ENST00000475573;ENST00000013034;ENST00000456492;ENST00000465188"	"ENSP00000376892;ENSP00000337060;ENSP00000429318;ENSP00000428553;ENSP00000435498;ENSP00000013034;ENSP00000387682"	"P15531"	"NME1"	"4830"	"NME/NM23 nucleoside diphosphate kinase 1"	"NDPKA;NM23;NM23-H1"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000239900"	"ENST00000623632;ENST00000681159;ENST00000625194;ENST00000637666;ENST00000680978;ENST00000623063;ENST00000679723;ENST00000342312;ENST00000480775;ENST00000680444;ENST00000636714;ENST00000466863;ENST00000624503;ENST00000637669;ENST00000216194;ENST00000477111;ENST00000623978;ENST00000636265;ENST00000679656;ENST00000675622;ENST00000679609;ENST00000623287;ENST00000624474;ENST00000680378;ENST00000636124;ENST00000638161;ENST00000679845;ENST00000674592;ENST00000636433;ENST00000679904;ENST00000681003;ENST00000623387;ENST00000423176;ENST00000624027;ENST00000498234"	"ENSP00000485288;ENSP00000485289;ENSP00000489696;ENSP00000505244;ENSP00000485525;ENSP00000505155;ENSP00000341429;ENSP00000485462;ENSP00000505298;ENSP00000490946;ENSP00000485073;ENSP00000489728;ENSP00000216194;ENSP00000485477;ENSP00000490909;ENSP00000506592;ENSP00000485437;ENSP00000485286;ENSP00000505556;ENSP00000485443;ENSP00000485202;ENSP00000476535"	"P30566"	"ADSL"	"158"	"adenylosuccinate lyase"	""	"Cytosol"	"CellAtlas"
"ENSG00000240038"	"ENST00000477657;ENST00000361355;ENST00000435302;ENST00000453959;ENST00000491397;ENST00000610648;ENST00000684275;ENST00000462971;ENST00000481821"	"ENSP00000433347;ENSP00000354610;ENSP00000391423;ENSP00000401627;ENSP00000481588;ENSP00000507176"	"P19961"	"AMY2B"	"280"	"amylase alpha 2B"	"AMY2"	"Extracellular"	"DeepLoc2"
"ENSG00000240303"	"ENST00000496418;ENST00000264990;ENST00000485198;ENST00000469042;ENST00000510100;ENST00000477604;ENST00000507705;ENST00000487024;ENST00000481970;ENST00000489991"	"ENSP00000264990;ENSP00000419973;ENSP00000423796;ENSP00000420907"	"Q709F0"	"ACAD11"	"84129"	"acyl-CoA dehydrogenase family member 11"	"FLJ12592"	"Peroxisome;Cytosol"	"SwissProt"
"ENSG00000240344"	"ENST00000392283;ENST00000286175;ENST00000465823;ENST00000415562;ENST00000409264;ENST00000409361;ENST00000409449;ENST00000463866;ENST00000497263;ENST00000443398;ENST00000457063;ENST00000492074;ENST00000470442;ENST00000497501;ENST00000487879"	"ENSP00000376107;ENSP00000286175;ENSP00000400726;ENSP00000386893;ENSP00000386235;ENSP00000387012;ENSP00000391082;ENSP00000401196"	"Q9H2H8"	"PPIL3"	"53938"	"peptidylprolyl isomerase like 3"	"CyPJ"	"Nucleus"	"CellAtlas"
"ENSG00000240583"	"ENST00000652696;ENST00000311813;ENST00000441328;ENST00000652692;ENST00000482461;ENST00000409899;ENST00000409611;ENST00000651610"	"ENSP00000498672;ENSP00000311165;ENSP00000498806;ENSP00000386712;ENSP00000387178;ENSP00000499196"	"P29972"	"AQP1"	"358"	"aquaporin 1 (Colton blood group)"	"CHIP28;CO"	"Cell membrane;Lysosome"	"DeepLoc2"
"ENSG00000240857"	"ENST00000381249;ENST00000468071"	"ENSP00000370648"	"Q9HBH5"	"RDH14"	"57665"	"retinol dehydrogenase 14"	"PAN2;SDR7C4"	"Cytosol;Nucleus"	"CellAtlas"
"ENSG00000240891"	"ENST00000636933;ENST00000393934;ENST00000477665;ENST00000468174;ENST00000474484"	"ENSP00000490816;ENSP00000377511;ENSP00000420686"	"Q0VAA5"	"PLCXD2"	"257068"	"phosphatidylinositol specific phospholipase C X domain containing 2"	"FLJ31579"	"Nucleus"	"CellAtlas"
"ENSG00000240972"	"ENST00000215754;ENST00000465752;ENST00000498385"	"ENSP00000215754"	"P14174"	"MIF"	"4282"	"macrophage migration inhibitory factor"	"GIF;GLIF"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000241119"	"ENST00000354728"	"ENSP00000346768"	"O60656"	"UGT1A9"	"54600"	"UDP glucuronosyltransferase family 1 member A9"	"HLUGP4;LUGP4;UGT1AI"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000241343"	"ENST00000427805;ENST00000614077;ENST00000392994;ENST00000491851;ENST00000465340;ENST00000553110;ENST00000372849;ENST00000465744;ENST00000471855;ENST00000489407"	"ENSP00000404375;ENSP00000483017;ENSP00000397659;ENSP00000446503;ENSP00000361940;ENSP00000473451"	"P83881"	"RPL36A"	"6173"	"ribosomal protein L36a"	"L36A;RPL44"	"Endoplasmic reticulum;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000241360"	"ENST00000215904;ENST00000403251"	"ENSP00000215904;ENSP00000385336"	"Q96GD0"	"PDXP"	"57026"	"pyridoxal phosphatase"	"CIN;dJ37E16.5;FLJ32703"	"Cytosol"	"SwissProt"
"ENSG00000241404"	"ENST00000333845;ENST00000395512;ENST00000432129;ENST00000466239;ENST00000482938;ENST00000489721"	"ENSP00000333380;ENSP00000378888;ENSP00000401694"	"Q99944"	"EGFL8"	"80864"	"EGF like domain multiple 8"	"C6orf8;NG3"	"Nucleus"	"CellAtlas"
"ENSG00000241468"	"ENST00000466753;ENST00000414062;ENST00000449683;ENST00000491560;ENST00000359832;ENST00000292475;ENST00000488775;ENST00000394186;ENST00000481899;ENST00000523680;ENST00000485011;ENST00000524321"	"ENSP00000412149;ENSP00000407540;ENSP00000352890;ENSP00000292475;ENSP00000418197;ENSP00000377740;ENSP00000430398"	"P56134"	"ATP5MF"	"9551"	"ATP synthase membrane subunit f"	"ATP5J2;ATP5JL"	"Nucleus;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000241635"	"ENST00000305208;ENST00000360418"	"ENSP00000304845;ENSP00000353593"	"P22309"	"UGT1A1"	"54658"	"UDP glucuronosyltransferase family 1 member A1"	"GNT1;UGT1;UGT1A"	"Cytosol;Endoplasmic reticulum"	"SwissProt"
"ENSG00000241644"	"ENST00000484180;ENST00000461246;ENST00000013222;ENST00000409539"	"ENSP00000013222;ENSP00000386961"	"O95050"	"INMT"	"11185"	"indolethylamine N-methyltransferase"	""	"Golgi apparatus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000241837"	"ENST00000431254;ENST00000491703;ENST00000290299;ENST00000652380;ENST00000417181;ENST00000418933;ENST00000429064;ENST00000495005;ENST00000496044;ENST00000484627;ENST00000487374"	"ENSP00000393496;ENSP00000290299;ENSP00000498572;ENSP00000407220;ENSP00000393211;ENSP00000403964"	"P48047"	"ATP5PO"	"539"	"ATP synthase peripheral stalk subunit OSCP"	"ATP5O;ATPO;OSCP"	"Mitochondria;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000241878"	"ENST00000382151;ENST00000460723;ENST00000437808;ENST00000473770;ENST00000397500;ENST00000435900;ENST00000439502;ENST00000474017;ENST00000478893;ENST00000491342;ENST00000422020;ENST00000442379;ENST00000431201;ENST00000429683;ENST00000486675;ENST00000479851;ENST00000266095"	"ENSP00000371586;ENSP00000396500;ENSP00000380637;ENSP00000414395;ENSP00000391739;ENSP00000412169;ENSP00000399818;ENSP00000401606;ENSP00000396002;ENSP00000266095"	"Q9UG56"	"PISD"	"23761"	"phosphatidylserine decarboxylase"	"dJ858B16.2;PSDC"	"Golgi apparatus;Cytosol;Inner mitochondria"	"SwissProt;CellAtlas"
"ENSG00000241935"	"ENST00000465608;ENST00000370647;ENST00000370646;ENST00000370642"	"ENSP00000359681;ENSP00000359680;ENSP00000359676"	"Q86XE5"	"HOGA1"	"112817"	"4-hydroxy-2-oxoglutarate aldolase 1"	"C10orf65;DHDPS2;DHDPSL;FLJ37472;NPL2"	"Mitochondria"	"SwissProt"
"ENSG00000241973"	"ENST00000255882;ENST00000492581;ENST00000477245;ENST00000466772;ENST00000399213;ENST00000482030;ENST00000466394;ENST00000489966;ENST00000485123;ENST00000462210;ENST00000477368;ENST00000494113;ENST00000475414;ENST00000466162;ENST00000484220;ENST00000485963;ENST00000485950;ENST00000449120"	"ENSP00000255882;ENSP00000382162;ENSP00000402437"	"P42356"	"PI4KA"	"5297"	"phosphatidylinositol 4-kinase alpha"	"PI4K-ALPHA;pi4K230;PIK4CA"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000242110"	"ENST00000335606;ENST00000382072;ENST00000506639;ENST00000514195;ENST00000382085;ENST00000502637;ENST00000426255;ENST00000512079;ENST00000382068"	"ENSP00000334424;ENSP00000371504;ENSP00000427227;ENSP00000371517;ENSP00000424351;ENSP00000476965;ENSP00000477411;ENSP00000477108"	"Q9UHK6"	"AMACR"	"23600"	"alpha-methylacyl-CoA racemase"	"P504S;RACE"	"Peroxisome;Mitochondria"	"SwissProt"
"ENSG00000242366"	"ENST00000373450"	"ENSP00000362549"	"Q9HAW9"	"UGT1A8"	"54576"	"UDP glucuronosyltransferase family 1 member A8"	"UGT1H"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000242515"	"ENST00000344644;ENST00000373445"	"ENSP00000343838;ENSP00000362544"	"Q9HAW8"	"UGT1A10"	"54575"	"UDP glucuronosyltransferase family 1 member A10"	"UGT1J"	"Endoplasmic reticulum"	"SwissProt"
"ENSG00000242612"	"ENST00000627716;ENST00000424398;ENST00000633923;ENST00000631605;ENST00000219481;ENST00000439661;ENST00000437024;ENST00000633348;ENST00000445291;ENST00000633025;ENST00000461802;ENST00000632744;ENST00000461947;ENST00000465166;ENST00000429116;ENST00000461749;ENST00000469922"	"ENSP00000486613;ENSP00000400374;ENSP00000487776;ENSP00000488859;ENSP00000219481;ENSP00000399697;ENSP00000402180;ENSP00000488501;ENSP00000395913;ENSP00000488142;ENSP00000393382"	"Q9NUI1"	"DECR2"	"26063"	"2,4-dienoyl-CoA reductase 2"	"PDCR;SDR17C1"	"Peroxisome"	"SwissProt;CellAtlas"
"ENSG00000243056"	"ENST00000310331"	"ENSP00000308472"	"O60516"	"EIF4EBP3"	"8637"	"eukaryotic translation initiation factor 4E binding protein 3"	"4E-BP3"	"Cytosol;Nucleus"	"DeepLoc2"
"ENSG00000243477"	"ENST00000443094;ENST00000354862;ENST00000417393;ENST00000443842;ENST00000450489;ENST00000442620;ENST00000452674"	"ENSP00000410610;ENSP00000346927;ENSP00000391893;ENSP00000400559;ENSP00000388316;ENSP00000391158;ENSP00000413623"	"Q93015"	"NAA80"	"24142"	"N-alpha-acetyltransferase 80, NatH catalytic subunit"	"FUS2;NAT6"	"Cytosol"	"SwissProt"
"ENSG00000243480"	"ENST00000423678;ENST00000414303;ENST00000497748;ENST00000682202"	"ENSP00000390832;ENSP00000397582"	"P04746"	"AMY2A"	"279"	"amylase alpha 2A"	"AMY2"	"Extracellular"	"DeepLoc2"
"ENSG00000243678"	"ENST00000514264;ENST00000513177;ENST00000512737;ENST00000503064;ENST00000393183;ENST00000485076;ENST00000393190;ENST00000570801;ENST00000573262"	"ENSP00000426976;ENSP00000425581;ENSP00000421064;ENSP00000426901;ENSP00000376880;ENSP00000376886"	"P22392"	"NME2"	"4831"	"NME/NM23 nucleoside diphosphate kinase 2"	"NDPKB;NM23-H2"	"Nucleus;Cytosol"	"SwissProt;CellAtlas"
"ENSG00000243708"	"ENST00000452633;ENST00000461382;ENST00000458483;ENST00000483748;ENST00000566076;ENST00000569354"	"ENSP00000396045;ENSP00000416610;ENSP00000456919"	"P0C869"	"PLA2G4B"	"100137049"	"phospholipase A2 group IVB"	"cPLA2-beta;HsT16992"	"Cytosol"	"SwissProt"
"ENSG00000243955"	"ENST00000334575;ENST00000493331;ENST00000476213"	"ENSP00000335620"	"P08263"	"GSTA1"	"2938"	"glutathione S-transferase alpha 1"	""	"Cytosol"	"SwissProt;CellAtlas"
"ENSG00000243989"	"ENST00000496679;ENST00000637209;ENST00000636880;ENST00000476351;ENST00000476854;ENST00000491318;ENST00000494103;ENST00000636556;ENST00000404366;ENST00000637349;ENST00000637460;ENST00000465121;ENST00000635797;ENST00000636358;ENST00000469863;ENST00000636047;ENST00000635941;ENST00000468068;ENST00000637251;ENST00000638136;ENST00000464587;ENST00000638096;ENST00000637199;ENST00000637034;ENST00000637102;ENST00000637746;ENST00000637149;ENST00000490244;ENST00000638077"	"ENSP00000490708;ENSP00000489947;ENSP00000417056;ENSP00000419262;ENSP00000418683;ENSP00000417618;ENSP00000490500;ENSP00000384296;ENSP00000489688;ENSP00000490007;ENSP00000490149;ENSP00000419830;ENSP00000490309;ENSP00000490497"	"Q03154"	"ACY1"	"95"	"aminoacylase 1"	""	"Cytosol"	"SwissProt"
